,Target,ALL
2534,Mobile App Developer,Computer Science Java Android Development Android Studio SQL ObjectOriented Programming OOP java Google Material Design Data Structures Computer Hardware Android SDK Modelviewviewmodel MVVM Android Design Android Testing RxJava oop Android Data Binding Android Intents Android Broadcast Receiver mvc                               very good Future Academy - Higher Future Institute For Specialized Technological Studies     Mobile Application Developer Queen Tech Solutions Android Developer  Trainee BambooGeeks Trainee Ministry of Youth & Sports of Egypt
2535,Mobile App Developer,Java JavaScript HTML Cascading Style Sheets CSS Oracle Database MySQL Microsoft Office jQuery Ionic Framework SASS Microsoft SQL Server Angular Servlets LESS Stylesheet Language Crystal Reports Active Reports Points Analysis Work As team Speed To learn Work Under Pressure                               Bachelor of Technology - BTech Hashemite University     Software Developer and Mobile Application Globitel Junior PHP Web Developer Builder software solution    
2536,Mobile App Developer,Java Android Development Android Studio Mobile Application Development Python Programming Language Bootstrap Microsoft Office Android Web Design Research Microsoft Word Teamwork Team Leadership Firebase C REST API Internet of Things IoT Mathematics Application Programming Interfaces Android SDK Business Intelligence BI Facebook Ads Manager oral and written communication Presenter                           Bachelor of Science - BS Helwan University Cairo     Mobile Application Developer Freelancer.com Internet of Things Intern Information Technology Institute (ITI) Design Thinking HP LIFE Business Intelligence Analyst IBM
2537,Mobile App Developer,Java Flutter Android Nodejs TypeScript Firebase Dart Angular Cloud Storage Native Hybrid IONIC IONIC                                      Licence FST Settate   FST settat   Mobile Application Developer Abweb Mobile Application Developer MobiArchitects  Développeur Mobile & Web  Macompex Développeur d'application web Freelance
2538,Mobile App Developer,Java Android Development PHP Android Studio Programming MySQL Spring Boot Linux Git Python Teamwork C Maven                                      Bachelor of Science - BS University of Jaffna  St. Anthonys College Wattala   Mobile Application Developer Upwork Student Univrsity of Jaffna Associate Engineer - Technology Virtusa Mobile Application Developer Fiverr
2539,Mobile App Developer,Java JavaScript Android Development HTML Information Technology SQL MySQL RESTful WebServices ObjectOriented Programming OOP Microsoft Office Git Google Material Design Bitbucket Firebase C JSON XML ModelViewController MVC Version Control Slack Modelviewviewmodel MVVM Architecture Retrofit Google Maps Third Party Applications                          computer and information technology Zagazig University     Mobile Application Developer (Android /flutter)  Upwork Android Developer Upwork Android Developer TRANSGLOBAL  ELLC. Android Developer Beyond Technology
2540,Mobile App Developer,"JavaScript Android Development HTML Cascading Style Sheets CSS Bootstrap Flutter Nodejs Web Development Git User Interface Design Firebase MongoDB GitHub Kotlin css User Experience Design UED Figma design sprint                                  freeCodeCamp  coursera  Bandaranayake Central College, Veyangoda Mobile Application Developer Upwork      "
2541,Mobile App Developer,JavaScript Android Development PHP Laravel Bootstrap MySQL ObjectOriented Programming OOP React Native Git jQuery AngularJS Python Firebase Google Maps API Google Cloud Platform GCP CodeIgniter Gitlab Computer Networking Web Application Development Database Management System DBMS Blockchain Nodejs Ethical Hacking Web Application Security Vulnerability Scanning Nmap Bitcoin Penetration Testing Metasploit Burp Suite Malware Analysis Ethereum Smart Contracts Mobile Application Development React Native Native Mobile Application Development Mobile Security               BSc(Hons) in Ethical Hacking and Network Security Coventry University  National Institute of Business Management(NIBM)  National Institute of Business Management(NIBM) Director / Chief Technology Officer Geo Info Tech Lanka (Pvt) Ltd Mobile Application Developer  DevOps Engineer CloudCone LLC Trainee Software Engineer  eMarketingEye
2542,Mobile App Developer,Java JavaScript Android Development PHP Android Studio HTML SQL Reactjs MySQL CSS Microsoft Office Linux Flutter Android Nodejs React Native Git WordPress Microsoft Excel Microsoft Word Windows Firebase Microsoft PowerPoint SQLite Operating Systems Moodle React Scrum Desenvolvimento Android Desenvolvimento de sites Planejamento estratgico Aplicativos mveis Dispositivos mveis Sistemas operacionais Microsoft Windows Git Flow Ingls smarty             Ciência da computação Centro Universitário Nossa Senhora do Patrocínio - CEUNSP     Mobile Application Developer Rise Up Senior Full Stack Developer KUFUTA Mobile Developer Integer Consulting Mobile Developer Superlógica Tecnologias
2543,Mobile App Developer,Java Mobile Application Development Programming Flutter Google Material Design Teamwork Google Maps API Agile Project Management JSON REST API Dart Design Patterns Architectural Design Swift Programming Language iOS Room SQLITE Database                                   Monfay Universty     Mobile Application Developer EnagzWeb      
2544,Mobile App Developer,Java Android Development Reactjs Flutter React Native Ionic Framework Swift Kotlin iOS Development ObjectiveC                                          National University of the State Fiscal Service of Ukraine  Velykoluchkivska comprehensive school    Mobile Application Developer Upwork Mobile Application Developer Exoft Mobile Application Developer Binariks  
2545,Mobile App Developer,Computer Science Java Android Development HTML Cascading Style Sheets CSS Mobile Application Development Software Development Python Programming Language C Programming Language ASPNET MVC C Flutter Android Web Development English C ModelViewController MVC Data Structures Dart Prolog Application Development Assembly Language Xamarin Programming Languages Xamarin Products Software Systems Engineering Organization Skills Systems Engineering Development Applications IOS Attention to Detail                    Master's degree Lebanese University - Faculty of Sciences Bachelor's degree Lebanese University - Faculty of Sciences   Mobile Application Developer i-magineworks Junior Software Engineer Smartec Technologies    
2546,Mobile App Developer,Flutter WordPress Firebase Database Management System DBMS Database Administration Search Engine Optimization SEO State Management                                            Bachelor's degree Arid Agriculture University     Mobile Application Developer       
2547,Mobile App Developer,JavaScript Android Development Flutter Android Nodejs java Dart Cloud Firestore Crossplatform Development net maintenance informatique softwarehardware Montage PCs                                       Licentiate degree École Supérieure des Sciences Economiques et Commerciales de Tunis     Mobile Application Developer Oodrive Flutter Developer SIYOU TECHNOLOGY Flutter Developer SIYOU TECHNOLOGY Mobile Developer XPOSSIBILITIZ 
2548,Mobile App Developer,Mobile Application Development Python Programming Language C Programming Language Linux Flutter Graphic Design Flutter Developer                                            Bachelor's degree Mahendra Morang Adarsha Multiple Campus     Mobile Application Developer NeedTechnosoft      
2549,Mobile App Developer,Java JavaScript Cascading Style Sheets CSS HTML SQL Reactjs Bootstrap MySQL Nodejs React Native MongoDB Customer Service Programming Languages Inbound Marketing Rest API                                    B.tech Bhabha institute of technology     Mobile Application Developer Ubicoapps Technologies software development SoftKiwi Technologies    
2550,Mobile App Developer,"PHP Reactjs Databases FullStack Development Nodejs Artificial Intelligence AI Algorithms Javascript GitHub Problem Solving Emotional Intelligence Machine Learning Algorithms Solidity Statistical Data Analysis Cryptocurrency Smart Contracts Python Programming Java Programming Fine Art Blockchain technology R Programming Language                              Bachelor's of Science  University of the People Bachelor's of Science, Architecture and Urban Planning NewSchool of Architecture & Design Biochemistry University of California San Diego Mobile Application Developer Self Employed Construction Project Estimator Pro Con Concrete Inc.    "
2551,Mobile App Developer,JavaScript HTML CSS Microsoft Office Microsoft Word Reactnative                                             بكالوريوس التجارة جامعة طنطا     Mobile Application Developer Valinteca Mobile Application Developer RMG  Renad Almajed Mobile Application Developer  Accountant Creative Pan
2552,Mobile App Developer,"Android Development Leadership Software Development Public Speaking Android Web Development Project Management iOS Development Swift Programming Language kotlin multiplatform mobile                                         Bachelor of Technology PARUL INSTITUTE OF ENGG. AND TECH., LIMDA, VAGHODIA 037 HSC Modern English High School   Mobile Application Developer Simform Mobile Application Developer Simform    "
2553,Mobile App Developer,                                                        Mobile Application Developer Google      
2554,Mobile App Developer,Java JavaScript Android Development Cascading Style Sheets CSS Software Development SQL Python Programming Language Git Python Mobile Applications Ionic Framework MongoDB Microsoft SQL Server Kotlin Problem Solving Android SDK iOS Development iOS                                 Bachelor of Science - BS University of Lagos     Mobile Application Developer VillageMD Platform Engineer Okra Mobile Application Developer QuCoon Limited Android Instructor  Center4Tech
2555,Mobile App Developer,Java Android Development PHP Android Studio Android SQLite PhpMyAdmin Kotlin Android SDK iOS Development                                         Master of Computer Applications - MCA Gujarat Technological University Bachelor of Computer Applications - BCA. Saurashtra University   Mobile Application Developer AZOVA DEVELOPMENT PVT LTD Android Developer Elite Infoworld    
2556,Mobile App Developer,Java JavaScript Android Development HTML Software Development Reactjs ASPNET C Android React Native Mobile Applications Swift iOS IOS Development                                     Bachelor of Computer Science (BCSc) University of Colombo     Associate Technical Lead Frost Experience AB Senior Software Engineer DirectFN Software Engineer EFutures Private Limited Software Engineer BPOCONNECT
2557,Mobile App Developer,Mobile Application Development Frontend Development Web Development Teamwork Mobile Applications SASS Problem Solving                                            Bachelor's degree Zagazig University     Mobile Application Developer Paymac Frontend Web Developer Upwork    
2558,Mobile App Developer,JavaScript PHP HTML Bootstrap MySQL CSS Linux jQuery react native Testing android Statistical Machine Translation Text Mining softwar installawar RapidMiner Bot telegram Bot Gap BOT                                 Master's degree ACECR of Iran Bachelor's Degree ACECR of Iran High School Fatemih High School Mobile Application Developer شرکت اخوان محاسب جنوب Full Stack Engineer Yana Group Back-end Developer Yana Programmer and Tester Pouya Pardazan Mandegar
2559,Mobile App Developer,JavaScript Android Development PHP Laravel Reactjs MySQL FullStack Development Nodejs Web Development React Native Git java REST API c Project Planning Reduxjs Web Hosting Computer Hardware Troubleshooting Linux Development Web host deployment                                HNDIT Dehiwala     Full Stack Developer Sevensigns Trainee Full-stack Developer Yoho Bed Mobile Application Developer Enrich Arcane (Pvt) Ltd Trainee Web Developer webeye
2560,Mobile App Developer,"Java Android Development Mobile Application Development Flutter Kotlin Crossplatform Development                                             Bachelor's degree  Egerton University     Mobile Application Developer Aluta Technologies Mobile Application Developer senren, Inc. Intern Safaricom PLC  "
2561,Mobile App Developer,Java HTML Adobe XD SQL MySQL Time Management Flutter Android Git Firebase Agile Methodologies C JSON ModelViewController MVC Jira REST APIs Dart Swift GitHub Unified Modeling Language UML Kotlin Design Patterns Modelviewviewmodel MVVM UIUX iOS ModelViewPresenter MVP Core Data State Management Navigation Routes                      Information Technology Institute (ITI) Bachelor's degree Faculty of commerce   Mobile Application Developer Upwork Java  Electric Trainee ANRPC Company  
2562,Mobile App Developer,Android Development Flutter Git Firebase ModelViewController MVC Data Structures Algorithms Dart Kotlin Modelviewviewmodel MVVM Kotlin Coroutines Android Jetpack GNULinux Retrofit Room Database Android Data Binding State Management Fragments Jetpack Compose GetX                               Bachelor's degree Islamic Azad University     Mobile Application Developer Code Parser Mobile Application Developer DecaSoft    
2563,Mobile App Developer,JavaScript Cascading Style Sheets CSS HTML SQL Reactjs Bootstrap ASPNET ASPNET MVC MySQL CSS C ASPNET Web API Nodejs React Native Microsoft SQL Server Amazon Web Services AWS Database Design LINQ SQL Server Management Studio Amazon Relational Database Service RDS Requirements Gathering ERP Software ERP Implementations General ledger General Ledger Administration                          Bachelor’s Degree University College Dublin  Dharmaraja college Certificate Course in Computer Science ( CCS ) National Institute of Business Management Senior Mobile Application Developer  Software Engineer Upventrix Associate Software Engineer innoura (pvt) Limited Trainee Software Engineer innoura (pvt) Limited
2564,Mobile App Developer,Java Android Firebase JSON XML Dart css Scrum MVP RxJava kotlin Mobil Uygulamalar Android Uygulama Gelitirme fulutter OOP Nesne Ynelimli Programlama Nesne Ynelimli Tasarm REST Sunumsal Durum Aktarm MVVM BLOC Provider Dagger Hilt dependency injection                            Lisans Celal Bayar Üniversitesi     Mobile Application Developer Techtile Yazılım A.S. Android Developer CNT İnteraktif A.Ş. Mobile Trainer - Geleceği Yazan Kadınlar Turkcell  
2565,Mobile App Developer,Java Android Development HTML Cascading Style Sheets CSS Android Studio Mobile Application Development Software Development Microsoft Office Flutter Android User Interface Design Web Design Visual Studio Mobile Applications REST APIs Dart Responsive Web Design Kotlin Search Engine Optimization SEO Android SDK iOS Development iOS Mobile Devices Mobile Application Design Web Content Writing Flutter Teacher                        Professional Diploma in Information Technology - Honors National Institute of Information Technology     Mobile Application Developer Pagarba Solutions Software Engineer Enyata Mobile App Developer NCK Technologies Web Designer Redox Robotics
2566,Mobile App Developer,"Core Java Flutter Android Team Leadership JSON REST API GitHub Retrofit                                           Bachelor's of Engineering Srinivas Institute of Technology, Mangaluru  Alva's College of Education, Sundari Ananda Alva Campus, Moodabidri- 5742207  st.Mary's English Medium School  Mobile Application Developer Zibtek - Custom Software Development Company      "
2567,Mobile App Developer,"Java Adobe XD Cascading Style Sheets CSS HTML SQL Python Programming Language Core Java ObjectOriented Programming OOP Microsoft Office Android Data Analysis Data Science Deep Learning Python Microsoft Excel Microsoft Word Teamwork Team Leadership Bitbucket Firebase Project Management Agile Project Management Management OOP jira git Hypertext Transfer Protocol HTTP oop pandas xcode macos tfs numpy Data analysis with MS Excel jupypter notebook python for data analysis               very good Faculty Of Engineering ,Azhar University  Al-Azhar University   Mobile Application Developer Mega Trust Group Mobile Application Developer Click To Pass Mobile Application Developer Hadaf Solutions Learner One Million Arab Coders"
2568,Mobile App Developer,Android Development Android Studio Mobile Application Development Microsoft Office Flutter Git Google Material Design Teamwork Bitbucket Firebase JavaSE Github Dart Social Media Figma                                    Bachelor's degree Islamic Azad University Bachelor's degree Semnan University   Mobile Application Developer Freelancer Flutter developer GrassHoppr Flutter developer Klar Intern Changefly
2569,Mobile App Developer,C Programming Python Programming Language Reactjs C Programming Language React Native Machine Learning Deep Learning Python Microsoft Excel Microsoft Word C Data Structures Embedded Systems Convolutional Neural Networks CNN Microcontrollers TensorFlow Keras ScikitLearn Embedded C Tensorflow                              Bachelor of Technology - BTech Kalinga Institute of Industrial Technology     Mobile Application Developer Lio      
2570,Mobile App Developer,Java JavaScript Android Development PHP Android Studio Mobile Application Development Laravel HTML Software Development SQL Bootstrap MySQL CSS Flutter Android Nodejs Web Development Git Teamwork Firebase Management JSON Dart Representational State Transfer REST iOS Development iOS Android Design Stripe Software                       Master's degree Technische Universität Chemnitz Engineer's degree Atish Dipankar University of Science and Technology   Mobile Application Developer JobsNavi Android & IOS Developer Fiverr Jr. Software Engineer (Mobile Application) Royex Technologies Mobile Application Developer Self-employed
2571,Mobile App Developer,Java Mobile Application Development Flutter English C Dart                                             Bachelor's degree Future University - Egypt     Mobile Application Developer Codebase Flutter Devleoper  Mobile Developer Upwork  
2572,Mobile App Developer,Java Android Development Software Development Core Java Flutter Android Dart Android SDK                                           Bachelor of Technology - BTech Rameshwaram Institute of Technology and Management     Mobile Application Developer Data Resolve Technologies Android Developer Team MP2IT Pvt Ltd. Android Developer VRx Next  
2573,Mobile App Developer,Android Development Communication Presentation Skills ObjectOriented Programming OOP Flutter Git Data Analysis User Interface Design Teamwork Mobile Applications Firebase Data Structures Algorithms REST APIs Dart Self Learning DecisionMaking Group Work Problem Solving iOS Development Creativity Skills MVC Swagger Planning Localization Selfdirected Learning Google Maps MVVM Animation Cooperative Independent Thinking Reasoning Skills Cache Desgin patterns Rx Notification Observer Pattern Social Media Integration              Information Technology Institute (ITI) Bachelor's degree Mansoura University   Mobile Application Developer Fawater.co Flutter Developer  Freelancer Flutter developer Bdaya Development Mobile Application Developer Erada
2574,Mobile App Developer,"Java Android Development Android Studio Mobile Application Development Android Web Development Firebase Social Media Kotlin Ecommerce iOS Development iOS Finance                                      Bachelor's degree PARUL INSTITUTE OF ENGG. AND TECH., LIMDA, VAGHODIA 037     Mobile Application Developer Self-Employed      "
2575,Mobile App Developer,JavaScript Android Development Reactjs C Flutter React Native                                             Bachelor of Engineering - BE University of Tabriz     Mobile Application Developer DoonehApp Mobile Application Developer Living Maples Mobile Application Developer Arkatech  
2576,Mobile App Developer,Java Flutter Android Git TypeScript NestJS Dart iOS Xcode Mobil Uygulama Gelitirme REST Sunumsal Durum Aktarm Uygulama Gelitirme                                       Önlisans  Ondokuz Mayıs Üniversitesi     Mobile Application Developer Digital Operations Services Inc. Mobile Application Developer Dagistanli Software Solutions Mobile Application Developer Internative Software Support Specialist Proliz Yazilim
2577,Mobile App Developer,JavaScript Android Development C Mobile Application Development Leadership Reactjs Microsoft Office React Native Research Python Microsoft Excel Embedded Systems Reduxjs Android SDK iOS Development VHDL ObjectiveC Xcode                                 Bachelor's degree Universiti Malaysia Perlis     Mobile Developer IDEMIA Lead Mobile Application Developer Innovation of Thingz  Lead Developer Findjobs Pte Ltd Application Developer Findjobs Pte Ltd
2578,Mobile App Developer,Java C Flutter C Kotlin Android Gelitirme iOS Gelitirme                                            Lisans Derecesi Sakarya Üniversitesi     Mobile Application Developer Ambeent Inc. Bilgisayar Mühendisi Promaker    
2579,Mobile App Developer,Java Android Development Cascading Style Sheets CSS Android Studio Software Development Web Applications Oracle Database MySQL JavaServer Pages JSP Spring Framework ObjectOriented Programming OOP Android Web Development Spring MVC Teamwork Team Leadership Project Management Cloud Computing Management JavaFX Hibernate Servlets NetBeans c Software Design Patterns Kotlin Problem Solving ObjectRelational Mapping ORM iOS Development ObjectiveC Swift Programming Language iOS Android Testing Java Architecture for XML Binding JAXB                  Information Technology Institute (ITI) Bachelor's degree Zagazig University   Mobile Application Developer EJADA Android Developer Rescounts Android Developer Theta Advanced Technology  
2580,Mobile App Developer,Laravel Reactjs MySQL Public Speaking Flutter PostgreSQL Nodejs Firebase REST APIs Internet of Things IoT Public Relations Graphic Design Video Editing Cloud Firestore Front End Engineering Design FEED Pengembangan Android Desain Logo BPMN                                 Strata-1 BINUS UNIVERSITY ONLINE LEARNING  SMK Telkom Malang  SMP Negeri 3 Malang Co-Founder golove.id Product Manager golove.id Mobile Application Developer Campsite Indonesia Mobile Application Developer golove.id
2581,Mobile App Developer,"JavaScript Mobile Application Development MySQL C Git C Swift iOS Development ObjectiveC Swift Programming Language Xcode                                        Bachelor of Technology (BTech) Anna University     Mobile Application Developer Mobax Networks iOS Developer G P Global Soft tech Pvt. Ltd., iOS Developer HlSciTech Pvt Ltd  "
2582,Mobile App Developer,Java JavaScript HTML Cascading Style Sheets CSS Leadership SQL Databases Microsoft Office Linux Flutter Android jQuery WordPress Management BackEnd Web Development JSON XML ModelViewController MVC Microsoft SQL Server Adobe Photoshop Customer Service Networking API Development Visual Basic for Applications VBA Android SDK Modelviewviewmodel MVVM CCNA jSON Andr Artificial Mana appl                         Mobile Application Developer Apps Development       
2583,Mobile App Developer,Communication Python Programming Language C Programming Language C                                               Bachelor of Engineering - BE Priyadarshini College of Engineering Nagpur     Mobile Application Developer ThinkerSteps Technologies Pvt. Ltd. Trainee APS Microtech Private Limited    
2584,Mobile App Developer,Java JavaScript PHP HTML HTML Bootstrap Oracle Database ASPNET ASPNET MVC C RESTful WebServices ObjectOriented Programming OOP AJAX jQuery JavaFX css Xamarin Syncfusion                                 Bachelor's degree Al-Quds University     Mobile Application Developer Tawreed Dotnet Developer Al-Morooj Information Technology Dotnet Programmer  Experts Turnkey Solutions PHP Programmer PCNC IT Solutions
2585,Mobile App Developer,JavaScript HTML HTML Oracle Database C Flutter Web Development Data Analysis Web Design jQuery TypeScript Mobile Applications Data Mining Data Warehousing Data Structures Dart GitHub Web Services API API Development Design Patterns css iOS Development Swift Programming Language SwiftUI css English fluency Mvc UIKit                       Very good Computer science helwan university     Mobile application developer Creative Motion UAE      
2586,Mobile App Developer,                                                        Application Developer WillowTree – Mobile Innovation Agency.      
2587,Mobile App Developer,Java Android Development Mobile Application Development SQL MySQL C ObjectOriented Programming OOP Microsoft Office Git Google Material Design Python Firebase C JSON XML Data Structures Algorithms SQLite Design Patterns Application Programming Interfaces Android SDK Modelviewviewmodel MVVM Android Design Retrofit RESUTFUL APIs Clean Architecture                          Udacity Bachelor's degree Mansoura University - Faculty of Engineering    Mobile Application Developer Div Systems Mobile Application Developer wasmah    
2588,Mobile App Developer,"Java Android Development Flutter JSON Swift Modelviewviewmodel MVVM Swift Programming Language iOS Xamarin iOS Xamarin android                                         Master of Computer Applications - MCA UKA TARSADIA UNIVERSITY BCA Veer Narmad South Gujarat University, Surat   Mobile Application Developer Upwork Tech Lead(flutter and xamarin) NatRIX Software Private Limited Xamarin Developer NatRIX Software Private Limited Intern NatRIX Software Private Limited"
2589,Mobile App Developer,JavaScript HTML Laravel HTML Bootstrap MySQL CSS React Native Git TypeScript Redux Firebase JSON XML Microsoft SQL Server Vuejs Heroku JSON Web Token JWT Github Angular Mongo DB Mobil Uygulamalar Bilgisayar Mhendislii Bilgisayar Bilimleri Yazlm Gelitirme Android Gelitirme Mobil Uygulama Gelitirme Uygulama Gelitirme iOS Gelitirme nsan Bilgisayar Etkileimi Nativescript Canva Restful NodeJS Ekip almas Zaman Ynetimi Mobil Platformlar Frontend Platformlar Aras Gelitirme Web Api Smartfaceio ExpressJS MoongoseJS App Store Google PlayStore Huawei AppGallery     Lisans Derecesi Düzce Üniversitesi Lisans Derecesi Anadolu Üniversitesi   Mobile Application Developer AcerPro Bilişim Software Engineer Talya Bilişim Computer Engineer İLKER TEKNİK METAL - İLKER TEKNİK METAL MAKİNE MÜHENDİSLİK ENERJİ TAAHHÜT SAN. VE TİC.A.Ş Software Engineer Europrotel
2590,Mobile App Developer,Java Android Development MySQL Flutter Android Visual Studio JSON Microsoft SQL Server SQLite Dart                                         Bachelor's degree Modern University for Technology & Information - MTI Bachelor's degree University of Wales   Mobile Application Developer Shopbox IT Member GDG 6 October Junior Software Engineer GST Egypt .automation  
2591,Mobile App Developer,JavaScript Android Development Cascading Style Sheets CSS Mobile Application Development HTML Software Development SQL Databases ASPNET MySQL C Microsoft Office Flutter Android Web Development java jQuery WordPress Machine Learning Team Leadership Mobile Applications Firebase Project Management C JSON XML Data Structures Swift Web Services Eclipse php Object Oriented Software Kotlin Assembly Language Application Programming Interfaces iOS Development ObjectiveC WebRTC Testing Mobile Devices android application developments Automata Objectoriented Languages Digital logic and design SQLit Zendesck     Master of Science - MS COMSATS Institute of Information and Technology BSCS-honor Virtual University Of Pakistan   Mobile Application Developer Sharjah Asset Management Holding LLC Sr. Software Engineer Saray One Sr. Mobile App developer IdeaCentricity - Get Rixi Senior Mobile Application Developer Ranglerz Digital Marketing
2592,Mobile App Developer,JavaScript HTML Cascading Style Sheets CSS CSS User Interface Design jQuery Photoshop Management Adobe Photoshop Visual Basic Drawing Flash Animation Dreamweaver Adobe Fireworks Unity HTML XHTML Game Development CSS ELearning Illustrator Graphics ActionScript Flash PHP CodeIngniter Framework Angular JS User Interface Storyboarding RIA SCORM Houdini NUKE Client Intermediate in Flash Programming as and as Knowledge in HTML CSS and Javascript Beginer level Intermediate skill in drawing using PhotoShop Flash Illustrator Team Level Management Client Coordintation UNITY D D Game Development D graphics       B.Tech (Discontinued) Petit Seminaire Hr. Sec. School     Mobile Application Developer Touch Energy Technologies (P) Ltd Technical Head ( Unity 3D Game & Web Development Trainer ) Image Creative Education - Pondicherry Developer Azimuth Software Vice Principal AMAZE INSTITUTE OF ANIMATION AND TECHNOLOGY
2593,Mobile App Developer,"Java JavaScript Android Development HTML Cascading Style Sheets CSS Android Studio Communication Python Programming Language Bootstrap C Programming Language MySQL Flutter React Native WordPress Teamwork English                                   BCA PEEKAY CICS ARTS AND SCIENCE COLLEGE, MATHARA     Mobile Application Developer Netstager Technologies Pvt Ltd Intern Cybaze Technologies PVT LTD    "
2594,Mobile App Developer,Android Development Mobile Application Development Python Programming Language C Flutter Firebase C ModelViewController MVC Dart Social Media Kotlin Representational State Transfer REST Problem Solving iOS Development Swift Programming Language Core Data Realm Database Core ML Core Animation                                Bachelor's degree Assiut University     Mobile Application Developer ZARCONY Mobile Application Developer LinkedGates System Architect 700apps Flutter Developer Upwork
2595,Mobile App Developer,Flutter Firebase Dart Problem Solving Apis                                               FCI Assuite University   اللغات التجريبيه بالالومونيوم   Mobile Application Developer SMARTWARE flutter developer     
2596,Mobile App Developer,Java Android Development Programming Flutter Android Research Image Processing Computer Vision Machine Learning Deep Learning Artificial Intelligence AI English Big Data Data Mining Microsoft SQL Server Digital Image Processing                                   Bachelor's degree University of Kashan     Mobile Application Developer Pars Royal Android Developer     
2597,Mobile App Developer,Java Laravel HTML MySQL CSS Flutter Firebase REST API Dart Android SDK Php Database                                       Bachelor's degree Daffodil International University-DIU     Mobile Application Developer Golden Infotech Mobile Application Developer INNOVATIVE SOLUTIONS WORLDWIDE INC. Mobile Application Developer Advanced Apps Bangladesh Mobile Application Developer ColourBangla
2598,Mobile App Developer,Computer Science Java Android Development Android Studio Mobile Application Development Programming SQL Databases ASPNET MVC MySQL ObjectOriented Programming OOP Flutter Android Git User Interface Design Google Material Design Python English Mobile Applications Firebase Google Maps API C BackEnd Web Development XML ModelViewController MVC Microsoft SQL Server Postman API SQLite REST API Github Dart Continuous Integration and Continuous Delivery CICD User Experience UX Kotlin Cloud Firestore Android SDK Modelviewviewmodel MVVM Android Design Integration Testing RxJava ModelViewPresenter MVP Retrofit RxAndroid GetX BloC Dagger Software Arabic Riverpod   Bachelor's degree Faculty of Computers & Artificial Intelligence - Benha University     Mobile Application Developer ZARCONY Flutter Developer SALEK Flutter Developer ArabTeam Mobile Developer Upwork
2599,Mobile App Developer,Mobile Application Development Leadership Software Development ASPNET C Public Speaking Microsoft Office Research Microsoft Excel Microsoft Word PowerPoint Project Management Management Microsoft SQL Server Customer Service XamarinForms XamarinNative                                  Bachelor's degree Faculty of computer science     Mobile Application Developer Gulf Tech Software Developer MAG Consulting    
2600,Mobile App Developer,Reactjs Flutter Android React Native Kotlin                                              Bachelor of Computer Science STMIK Dharma Negara  SMK WIKRAMA BOGOR   Mobile Application Developer PINA Indonesia Mobile Application Developer Komunitas Bisaekspor.com  Frontend Developer Logol  Mobile Application Developer Komunitas Bisaekspor.com 
2601,Mobile App Developer,Java JavaScript Android Development PHP Adobe XD Android Studio Mobile Application Development Laravel Software Development C Flutter Android Git Firebase Google Maps API XML Postman API UnityD Socket Programming Unity Android SDK Game Development Socketio Software Systems Engineering Google API RxJava Augmented Reality Retrofit Mobile Game Development Game Programming Gameplay Programming RxAndroid Room Database Dagger Notification Technical Leadership Virtual Reality Exo Player MVP Architecture MvvM Architecture Clean Architecture          Master's degree Azad University (IAU) Bachelor's degree Payame Noor University (Distance Education)   Mobile Application Developer FaterTejarat   فاطر تجارت Mobile Application Developer TenaTech Mobile Application Developer  Mobile Application Developer Payam Gostar-e Tohid
2602,Mobile App Developer,Android Development HTML Leadership Software Development SQL Microsoft Office Android Research Photoshop Microsoft Excel Microsoft Word PowerPoint Management Sales Swift Training android wear TikTok                                 Bachelor of Technology (B.Tech.) Himachal Pradesh University     Mobile Application Developer Incube8 Pte Ltd Software Developer SourceFuse Technologies Software Engineer A-1 Technology Inc  
2603,Mobile App Developer,Java JavaScript Android Development PHP Android Studio Databases MySQL C ObjectOriented Programming OOP React Native Git Bitbucket Firebase Google Maps API Agile Methodologies JSON ModelViewController MVC Data Structures Github Web Services Test Driven Development Data Analytics DevOps Kotlin Concurrent Programming Android SDK Unit Testing iOS Development Team Foundation Server TFS Modelviewviewmodel MVVM Swift Programming Language Dependency Injection Xcode RxJava ModelViewPresenter MVP Retrofit Google Maps RxAndroid Dagger Dagger Software Quality Control Auto Layout Google ads Sqlite RxSwift inMobi ads Espresso Java Network Programming Core Graphics Viper Bachelor’s Degree University of Sindh     Mobile Application Developer Neuron UAE Mobile Application Developer Danat FZ LLC - owned by Argaam Android Developer HorVer Tech Software Developer Bell Labs 
2604,Mobile App Developer,JavaScript Android Development HTML Cascading Style Sheets CSS HTML Bootstrap MySQL CSS Microsoft Office Flutter Nodejs Web Development React Native AJAX jQuery AngularJS Mobile Applications Ionic Framework MongoDB Dart Ionic ios development Angular Material Design Hybrid Mobile Application flutter developer flutter mobile application developer                         BS (physics) fuuast university     Mobile Application Developer ITEXPERTS Mobile Application Developer E-Nexus solutions Mobile Application Developer AppBakerZ Web Application Developer (Internship) TechnDevs
2605,Mobile App Developer,Java Android Development Programming Public Speaking Microsoft Office Flutter Android React Native Git Google Material Design Teamwork English C Dart Social Media Internet of Things IoT Mqtt Modelviewviewmodel MVVM Qt                                Bachelor's degree Shahrood University of Technology  Dastgheib   Mobile Application Developer Novaday Mobile Application Developer Farazin Android Developer Nabz Android Developer Superz
